0	0	0	0	27.2868	522.122	85.5984	27.2868	522.122	85.5984	1
1	-4.23337	565.283	-17.8289	84.904	844.978	216.92	80.6706	1410.26	199.091	0.400836
2	14.5748	580.794	-33.6754	-11.8956	427.169	-39.0047	2.6792	1007.96	-72.6801	0.576206
3	-12.5458	495.429	16.3935	-9.58985	97.0619	-69.7944	-22.1357	592.491	-53.4009	0.83618
4	-20.1351	646.864	20.6644	-15.948	92.2958	-64.3172	-36.0831	739.16	-43.6528	0.875134
5	14.1238	856.684	-45.7563	-18.4317	98.0192	-67.0201	-4.30788	954.703	-112.776	0.89733
6	-17.935	833.772	5.25687	-15.4575	82.5907	-55.9511	-33.3926	916.362	-50.6942	0.909871
7	-4.81151	419.562	63.9095	-10.6989	60.8801	-41.0785	-15.5104	480.442	22.8311	0.873283
8	0.207619	346.832	48.4111	-7.48167	54.4525	-36.7347	-7.27405	401.285	11.6764	0.864305
9	-13.4317	631.928	1.646	-6.50226	19.3783	-13.1104	-19.9339	651.306	-11.4644	0.970247
10	-31.0471	819.113	-18.7741	0	0	0	-31.0471	819.113	-18.7741	1
11	-28.3287	706.28	-16.503	0	0	0	-28.3287	706.28	-16.503	1
12	-19.3434	519.797	-11.1442	0	0	0	-19.3434	519.797	-11.1442	1
13	-15.4885	506.187	-4.50062	0	0	0	-15.4885	506.187	-4.50062	1
14	-22.2907	599.287	25.207	0	0	0	-22.2907	599.287	25.207	1
15	-28.7723	644.441	54.6094	0	0	0	-28.7723	644.441	54.6094	1
16	-27.9658	593.455	71.3793	0	0	0	-27.9658	593.455	71.3793	1
17	-25.5875	524.78	84.3394	0	0	0	-25.5875	524.78	84.3394	1
18	-77.2306	809.498	281.393	14.2731	558.779	-41.1276	-62.9576	1368.28	240.266	0.408382
19	18.8856	475.155	-33.9247	-20.3159	602.433	-36.2952	-1.43025	1077.59	-70.2199	0.559057
20	8.68725	98.5492	-71.0225	14.134	491.735	14.0118	22.8213	590.284	-57.0106	0.833048
21	15.761	92.4475	-64.5443	20.2455	641.806	19.2292	36.0065	734.253	-45.3151	0.874093
22	19.1056	98.2107	-67.2238	-26.7293	840.674	-51.8232	-7.62364	938.885	-119.047	0.895396
23	16.0506	83.8151	-56.8158	19.1075	852.249	1.1491	35.1581	936.064	-55.6667	0.91046
24	11.3797	61.4674	-41.4874	5.26417	437.84	62.2308	16.6438	499.308	20.7434	0.876895
25	8.14966	55.4781	-37.4272	-0.699609	338.319	50.7562	7.45005	393.797	13.329	0.85912
26	7.63296	22.9473	-15.5235	12.4073	615.359	3.18123	20.0403	638.306	-12.3422	0.96405
27	0	0	0	31.5339	817.119	-19.0598	31.5339	817.119	-19.0598	1
28	0	0	0	29.4691	717.542	-17.3256	29.4691	717.542	-17.3256	1
29	0	0	0	20.4593	526.824	-11.5499	20.4593	526.824	-11.5499	1
30	0	0	0	16.4035	503.106	-5.7996	16.4035	503.106	-5.7996	1
31	0	0	0	22.8754	594.347	22.5238	22.8754	594.347	22.5238	1
